explicit,songLength_ms_,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,timeSignature,mode,valence,popularity
1,204314,0.516,0.508,0.378,0,7,0.119,-7.158,0.0473,144.962,4,1,0.161,86
1,156734,0.239,0.684,0.624,0,2,0.112,-7.414,0.347,146.925,4,0,0.708,80
0,257213,0.12,0.594,0.628,0,1,0.0582,-6.345,0.359,141.391,4,1,0.556,82
0,154983,0.00226,0.721,0.738,4.41e-06,7,0.118,-4.77,0.0403,119.976,4,1,0.637,88
1,184213,0.0904,0.797,0.631,3.71e-06,3,0.0998,-3.818,0.0786,129.915,4,0,0.288,84
0,179426,0.258,0.718,0.709,0,4,0.101,-5.568,0.039,119.974,4,1,0.54,82
1,176040,0.0289,0.878,0.635,0,6,0.276,-5.811,0.24,135.035,4,0,0.331,79
1,247714,0.0849,0.756,0.698,0,6,0.221,-5.464,0.178,77.497,4,1,0.66,80
1,187541,0.0194,0.935,0.454,0,1,0.0824,-7.509,0.375,133.073,4,1,0.357,85
0,329160,0.0171,0.44,0.528,0.00203,0,0.234,-7.809,0.0317,185.972,4,1,0.132,84
1,161384,0.213,0.662,0.413,0,0,0.134,-7.357,0.0299,93.005,4,1,0.467,86
1,173182,0.0514,0.935,0.807,0,11,0.349,-3.838,0.114,106.017,4,0,0.813,80
1,236883,0.0144,0.584,0.859,0,8,0.847,-5.616,0.121,77.005,4,1,0.369,82
0,131824,0.646,0.655,0.572,1.81e-06,3,0.0774,-7.666,0.0535,137.12,4,0,0.403,83
1,218210,0.104,0.861,0.656,0,4,0.0986,-7.867,0.425,88.967,4,0,0.331,81
1,336511,0.758,0.423,0.667,0,6,0.246,-7.012,0.326,86.743,4,0,0.496,82
1,217487,0.016,0.62,0.495,1.91e-05,0,0.102,-7.251,0.0534,85.951,4,1,0.122,81
0,173333,0.731,0.726,0.431,0,8,0.696,-8.765,0.135,144.026,4,0,0.348,86
1,171829,0.00369,0.693,0.715,2.86e-06,7,0.205,-6.108,0.049,90.006,4,1,0.323,81
0,293706,0.232,0.549,0.44,7.37e-06,7,0.107,-8.192,0.0264,128.01,3,1,0.214,78
0,216573,0.615,0.62,0.869,0,6,0.131,-5.479,0.0462,126.019,4,1,0.597,78
1,165925,0.41,0.789,0.536,0,6,0.129,-6.862,0.242,81.039,4,1,0.437,82
1,138586,0.024,0.798,0.574,0,1,0.122,-6.548,0.157,155.964,4,1,0.309,81
1,252262,0.00588,0.711,0.611,0,1,0.23,-5.453,0.33,134.093,4,1,0.144,80
1,167915,0.00981,0.629,0.692,0.331,5,0.603,-8.045,0.0376,162.948,4,1,0.453,82
1,163797,0.149,0.783,0.479,0,7,0.101,-10.646,0.541,176.027,4,1,0.533,81
0,203064,0.00883,0.702,0.825,0,6,0.0674,-3.787,0.0601,102.977,4,0,0.915,85
1,232048,0.415,0.88,0.575,0,6,0.109,-6.091,0.163,120.031,4,1,0.671,83
0,164818,0.0301,0.754,0.763,2.23e-05,7,0.0901,-4.627,0.0435,117.953,4,0,0.464,91
1,204346,0.0181,0.84,0.744,0,1,0.629,-4.751,0.113,83.737,4,1,0.171,81
1,173710,0.237,0.83,0.585,0,0,0.248,-6.476,0.094,109.978,4,1,0.485,86
0,204093,0.877,0.422,0.34,1.77e-05,0,0.149,-6.577,0.0351,77.213,4,1,0.223,87
0,122338,0.00498,0.474,0.91,0.859,9,0.476,-10.431,0.0462,93.01,4,0,0.745,83
1,144349,0.0802,0.808,0.639,0,1,0.15,-7.266,0.279,118,4,0,0.395,81
1,141505,0.302,0.684,0.844,0,9,0.374,-7.649,0.335,126.677,5,1,0.335,86
1,196179,0.0149,0.82,0.592,4.71e-06,1,0.121,-7.002,0.29,159.98,4,1,0.4,79
0,339249,0.0438,0.546,0.64,0,8,0.137,-5.582,0.37,137.728,4,1,0.63,82
0,188102,0.946,0.77,0.302,3.38e-05,0,0.125,-7.911,0.0466,136.01,4,0,0.821,90
0,156106,0.868,0.708,0.186,0,9,0.0779,-8.953,0.042,72.541,4,0,0.322,83
0,227395,0.0377,0.713,0.676,0,10,0.154,-5.483,0.027,99.048,4,1,0.721,86
1,161684,0.336,0.571,0.767,0,2,0.0809,-5.16,0.287,93.421,4,1,0.605,85
0,170560,0.137,0.403,0.711,0,8,0.109,-4.189,0.0569,203.803,4,1,0.801,78
1,240000,0.0775,0.855,0.492,6.71e-06,0,0.111,-7.578,0.0483,109.975,4,0,0.385,82
1,134688,0.625,0.641,0.445,7.8e-06,7,0.119,-7.94,0.12,145.302,4,0,0.0534,80
0,254181,0.18,0.593,0.552,1.71e-05,1,0.11,-5.838,0.028,115,4,1,0.39,79
1,148778,0.297,0.903,0.535,0,9,0.345,-6.434,0.0742,130.022,4,1,0.508,83
0,154424,0.524,0.652,0.631,0.000579,6,0.165,-5.718,0.0893,127.998,4,0,0.35,83
1,94520,0.0121,0.892,0.577,0,2,0.243,-4.299,0.341,145.935,4,1,0.64,79
1,188833,0.0518,0.687,0.643,3.31e-06,0,0.11,-4.763,0.0406,135.068,4,1,0.418,81
1,187211,0.129,0.702,0.514,0,4,0.104,-6.674,0.0432,76.982,4,0,0.133,80
1,200958,0.00717,0.875,0.478,0,7,0.147,-10.562,0.218,128.99,4,1,0.409,80
1,112546,0.161,0.902,0.669,0,1,0.0728,-5.049,0.457,139.949,4,1,0.628,80
1,124093,0.00599,0.642,0.69,1.3e-06,11,0.322,-5.101,0.261,164.075,4,1,0.641,80
1,143480,0.0115,0.841,0.732,2.18e-05,7,0.136,-5.186,0.19,149.012,4,0,0.576,79
1,209883,0.166,0.734,0.846,1.74e-06,9,0.235,-3.425,0.0489,98.026,4,0,0.604,91
1,169531,0.269,0.846,0.48,0,8,0.0989,-8.618,0.359,143.029,4,0,0.419,78
0,202826,0.753,0.638,0.259,0,7,0.219,-10.706,0.0898,88.485,4,1,0.269,82
1,132780,0.175,0.778,0.695,0,4,0.15,-6.865,0.0913,149.996,4,0,0.472,86
1,109325,0.341,0.667,0.457,0,6,0.114,-6.885,0.439,97.604,4,0,0.266,82
1,155883,0.00302,0.84,0.766,3.61e-06,4,0.0684,-4.12,0.136,94.018,4,1,0.402,81
0,136000,0.72,0.437,0.184,0.00253,1,0.113,-17.667,0.0313,80.088,4,1,0.247,83
1,213520,0.0421,0.752,0.658,0,0,0.0927,-6.297,0.342,151.951,4,1,0.387,80
1,184634,0.0133,0.95,0.693,0,9,0.173,-3.424,0.0898,130.02,4,1,0.891,80
0,403961,0.843,0.356,0.176,0,8,0.231,-8.291,0.0391,170.425,1,1,0.289,84
1,146844,0.0122,0.841,0.672,0,1,0.321,-5.557,0.371,157.026,4,0,0.599,77
1,219802,0.18,0.693,0.935,0,8,0.179,-4.323,0.224,80.882,4,1,0.391,85
0,285634,0.778,0.298,0.38,5.62e-05,6,0.11,-8.426,0.0287,75.602,4,1,0.152,84
1,195906,0.00748,0.819,0.626,0.101,10,0.167,-4.574,0.202,143.01,4,0,0.415,80
0,153190,0.178,0.604,0.741,3.49e-05,2,0.409,-5.571,0.0475,153.947,4,1,0.473,86
1,139741,0.017,0.923,0.604,0,11,0.272,-6.671,0.245,145.062,4,0,0.826,81
1,131500,0.0216,0.711,0.646,0,2,0.0921,-5.444,0.225,160.931,3,0,0.778,83
0,144535,0.000674,0.608,0.792,0.653,9,0.252,-5.721,0.0355,161.104,4,1,0.611,83
1,218447,0.492,0.597,0.571,0,1,0.093,-6.205,0.293,106.196,3,0,0.165,80
1,163384,0.074,0.952,0.29,0,8,0.107,-11.459,0.428,130.083,4,1,0.394,79
1,178153,0.0136,0.781,0.594,0,0,0.162,-6.959,0.0485,129.895,4,0,0.0628,80
1,232064,0.0313,0.883,0.808,0,1,0.207,-3.158,0.182,119.01,4,0,0.806,79
0,185773,0.00162,0.628,0.639,0,8,0.354,-5.46,0.0435,108.045,4,1,0.493,84
1,204626,0.019,0.793,0.481,1.09e-06,9,0.139,-9.258,0.124,132.202,4,1,0.395,81
0,161840,0.171,0.48,0.554,0,1,0.131,-8.145,0.069,190.066,3,0,0.267,80
1,247079,0.279,0.505,0.267,0,9,0.096,-13.763,0.05,143.929,4,0,0.439,80
1,135959,0.00327,0.856,0.564,0,6,0.134,-6.295,0.392,77.972,4,0,0.483,78
0,225960,0.00188,0.622,0.791,3.72e-06,7,0.083,-6.106,0.0535,115.915,4,1,0.494,82
0,148197,0.515,0.671,0.636,0.000411,6,0.172,-8.117,0.103,120.966,4,0,0.262,94
1,190534,0.0187,0.905,0.647,0,10,0.282,-5.065,0.107,130.97,4,0,0.367,83
0,200280,0.00115,0.678,0.733,0,7,0.104,-5.025,0.0281,121.009,4,1,0.581,81
1,161052,0.00383,0.681,0.63,0,1,0.139,-5.585,0.0385,151.951,4,1,0.183,79
1,137875,0.297,0.61,0.508,0,8,0.384,-6.682,0.152,178.818,4,0,0.758,87
0,213718,0.00279,0.471,0.846,2.86e-06,0,0.145,-5.269,0.0389,100.089,4,1,0.539,78
1,156367,0.0124,0.87,0.561,0,7,0.103,-10.388,0.186,100.458,4,1,0.691,77
0,147350,0.00167,0.637,0.929,2.62e-05,4,0.344,-3.593,0.0491,80.974,4,1,0.902,81
1,150475,0.0951,0.545,0.82,0,8,0.29,-4.489,0.275,141.908,4,1,0.357,80
1,174682,0.343,0.643,0.403,0,1,0.138,-11.254,0.41,98.54,4,0,0.111,80
1,157675,0.144,0.801,0.688,0,1,0.107,-4.594,0.396,162.928,4,1,0.5,79
1,242180,0.0417,0.706,0.625,0,0,0.129,-7.426,0.0314,142.948,4,1,0.225,80
1,261334,0.114,0.743,0.655,0,6,0.0764,-5.015,0.159,172.031,4,0,0.785,89
1,159836,0.0658,0.671,0.599,0,4,0.101,-6.18,0.0405,121.849,3,1,0.448,85
1,96000,0.00918,0.788,0.764,0,7,0.224,-4.054,0.254,100.095,4,1,0.841,80
1,239146,0.58,0.762,0.649,1.7e-05,11,0.0971,-5.624,0.0527,145.09,4,0,0.501,79
0,255278,0.523,0.756,0.713,3.35e-06,7,0.248,-6.917,0.102,125.064,4,1,0.59,83
0,144666,0.776,0.378,0.334,0,1,0.115,-10.993,0.304,181.296,4,1,0.496,80
0,206506,0.508,0.653,0.623,3.32e-06,8,0.285,-4.56,0.0244,100.021,4,1,0.718,76
0,191406,0.0469,0.727,0.626,2.58e-05,7,0.126,-8.415,0.0726,86.97,4,1,0.322,80
0,224213,0.0513,0.501,0.815,0,1,0.106,-4.865,0.0436,160.087,4,1,0.46,77
1,205090,0.401,0.731,0.573,5.22e-05,4,0.113,-10.059,0.0544,109.928,4,0,0.145,86
1,227478,0.0631,0.904,0.723,0,11,0.185,-5.224,0.26,145.013,4,0,0.835,80
0,214613,0.761,0.423,0.355,0,0,0.0915,-10.565,0.0454,93.788,4,1,0.465,80
1,215693,0.0392,0.887,0.485,0,11,0.141,-9.358,0.2,125.987,4,0,0.328,80
0,149802,0.967,0.459,0.304,1.95e-05,2,0.0951,-10.107,0.136,76.954,3,1,0.072,80
0,210506,0.417,0.466,0.786,6.1e-05,0,0.125,-5.13,0.0328,203.903,4,1,0.571,76
0,153337,0.395,0.434,0.889,0,9,0.273,-5.684,0.0509,113.326,5,1,0.845,79
1,220487,0.629,0.735,0.449,0,10,0.113,-7.507,0.347,122.947,4,1,0.0397,81
1,209476,0.0249,0.74,0.576,0,6,0.104,-6.744,0.146,110.095,4,0,0.315,81
1,182857,0.146,0.868,0.638,0.0565,2,0.0931,-7.746,0.0736,126.03,4,1,0.459,79
0,188368,0.436,0.579,0.596,0.0938,8,0.0549,-4.823,0.0561,119.9,3,1,0.443,93
1,173640,0.125,0.731,0.626,0,11,0.183,-6.919,0.0805,82.488,4,1,0.862,75
1,159082,0.129,0.933,0.656,0,2,0.161,-5.85,0.322,119.987,4,1,0.934,80
1,123986,0.455,0.775,0.518,0,6,0.121,-5.857,0.311,161.011,4,0,0.646,81
0,120308,0.617,0.424,0.438,0,11,0.0837,-5.53,0.0553,128.983,5,1,0.325,81
1,199604,0.31,0.78,0.718,0.000163,3,0.0932,-3.605,0.0506,127.949,4,0,0.342,90
0,161829,0.67,0.734,0.497,2.35e-05,8,0.194,-9.666,0.166,127.989,3,1,0.307,82
1,173346,0.00165,0.75,0.608,0,1,0.178,-4.008,0.0387,132.507,4,1,0.958,89
0,242644,0.005,0.495,0.896,0,11,0.353,-2.381,0.0331,146.04,4,1,0.462,81
1,172832,0.13,0.827,0.731,0,4,0.418,-5.524,0.088,118.992,4,0,0.607,80
1,214692,0.173,0.539,0.615,0.0056,1,0.144,-8.746,0.252,163.924,4,0,0.493,78
1,213333,0.487,0.48,0.602,0,10,0.0848,-6.335,0.368,179.798,4,0,0.269,83
1,208188,0.114,0.706,0.59,0,10,0.128,-6.403,0.0619,82.973,4,1,0.462,79
1,163586,0.941,0.473,0.203,0,2,0.126,-12.627,0.102,168.884,4,1,0.419,82
1,195153,0.121,0.803,0.495,0,11,0.104,-5.724,0.321,80.972,4,1,0.628,77
0,139333,0.983,0.45,0.202,0.00913,0,0.122,-9.169,0.0365,88.625,5,0,0.721,77
0,213493,0.268,0.602,0.477,3.1e-05,9,0.173,-8.425,0.032,183.89,4,1,0.552,77
0,137806,0.757,0.835,0.381,4.59e-06,9,0.121,-6.121,0.342,154.973,4,1,0.31,83
1,155737,0.397,0.777,0.59,0,0,0.169,-8.741,0.286,147.978,4,0,0.238,76
0,182163,0.798,0.387,0.253,0.000159,5,0.0848,-8.901,0.0336,68.004,5,1,0.134,83
1,181688,0.157,0.487,0.74,0,6,0.612,-4.973,0.0944,73.779,4,1,0.522,79
1,224954,0.055,0.771,0.654,0,8,0.214,-6.976,0.298,155.047,4,0,0.573,78
1,244000,0.92,0.462,0.24,0,0,0.113,-12.077,0.0377,171.319,4,1,0.32,81
1,133706,0.023,0.815,0.848,0.000162,4,0.0265,-4.704,0.115,106.032,4,0,0.684,86
1,146880,0.002,0.804,0.946,0,7,0.359,-5.949,0.352,150.141,4,1,0.745,76
0,210772,0.0951,0.466,0.536,0,6,0.114,-6.227,0.0429,75.998,4,1,0.377,78
0,210463,0.0563,0.399,0.491,0.00089,6,0.11,-10.778,0.0538,91.066,4,0,0.151,81
1,160212,0.291,0.701,0.65,0,6,0.112,-6.313,0.104,90.003,4,1,0.647,79
0,189486,0.841,0.775,0.327,0,11,0.0821,-7.241,0.0557,91.05,4,1,0.595,88
0,240226,0.817,0.61,0.488,0,3,0.312,-6.918,0.0293,125.039,4,1,0.443,83
0,207973,0.723,0.596,0.679,0,4,0.116,-6.395,0.0394,131.912,4,1,0.479,76
0,158536,0.385,0.53,0.593,0,5,0.314,-7.286,0.0545,125.723,4,1,0.538,81
1,54528,0.245,0.671,0.429,0,0,0.13,-9.267,0.321,65.192,4,1,0.557,77
1,53400,0.145,0.621,0.573,0,1,0.334,-8.393,0.387,83.591,3,1,0.529,77
1,61753,0.746,0.602,0.518,0.000103,7,0.168,-12.499,0.233,140.709,4,0,0.785,77
1,205090,0.401,0.731,0.573,5.22e-05,4,0.113,-10.059,0.0544,109.928,4,0,0.145,87
1,224042,0.116,0.792,0.707,0,7,0.12,-5.218,0.0623,134.997,4,0,0.408,81
0,162805,0.00126,0.587,0.847,2.29e-06,0,0.111,-5.273,0.0594,149.954,4,0,0.376,78
1,199758,0.0978,0.724,0.675,9.41e-06,2,0.351,-5.267,0.0867,160.048,4,1,0.325,80
0,203200,0.0303,0.856,0.618,0,7,0.0866,-4.892,0.286,81.993,4,1,0.391,86
1,230094,0.0935,0.619,0.622,0,6,0.226,-5.874,0.0461,150.062,4,0,0.194,78
1,156944,0.0012,0.868,0.795,0.0193,11,0.0461,-6.044,0.269,166,4,1,0.819,80
0,86739,0.701,0.657,0.447,0.924,9,0.198,-9.299,0.087,184.315,4,0,0.537,80
1,203144,0.143,0.762,0.433,0,5,0.118,-8.937,0.187,122.074,4,1,0.394,81
1,181929,0.135,0.926,0.542,0,1,0.0877,-5.064,0.293,135.14,4,1,0.564,77
1,195428,0.256,0.799,0.66,0,1,0.111,-6.153,0.079,140.04,4,0,0.471,83
1,198620,0.392,0.861,0.637,0,6,0.0929,-7.701,0.133,87.006,4,0,0.754,78
1,136899,0.0458,0.912,0.608,0,1,0.248,-7.686,0.397,136.994,4,1,0.327,75
1,140500,0.198,0.77,0.787,0,11,0.262,-3.748,0.0583,119.986,4,0,0.513,91
1,236883,0.0151,0.581,0.877,0,8,0.826,-4.938,0.114,77.006,4,1,0.353,79
1,163902,0.0538,0.752,0.673,0,10,0.133,-5.792,0.153,164.009,4,0,0.35,78
0,242010,0.432,0.306,0.664,7.5e-06,9,0.135,-6.07,0.0276,158.283,4,1,0.321,81
1,176960,0.316,0.755,0.578,0,0,0.25,-8.932,0.145,94.148,4,0,0.581,81
0,207853,0.281,0.788,0.859,0,2,0.0424,-2.724,0.0856,141.02,4,1,0.822,88
0,295413,0.000328,0.594,0.713,0,9,0.114,-5.314,0.0503,129.958,4,1,0.328,80
0,189408,0.696,0.673,0.326,3.73e-06,0,0.103,-7.481,0.0348,133.309,4,1,0.672,85
0,189050,0.463,0.436,0.4,0,0,0.76,-6.521,0.11,75.576,3,1,0.568,86
1,296568,0.614,0.686,0.385,0,7,0.131,-8.35,0.297,143.07,4,0,0.147,80
0,235858,0.264,0.752,0.719,7.96e-05,6,0.126,-4.399,0.0285,107.582,4,0,0.544,83
1,127921,0.0861,0.596,0.575,0.000153,11,0.334,-8.325,0.0514,98.265,3,0,0.34,78
1,135122,0.00534,0.684,0.693,0,4,0.506,-6.651,0.0339,134.988,4,0,0.108,78
0,366004,0.858,0.366,0.364,1.15e-05,0,0.165,-7.814,0.0433,165.902,4,1,0.459,82
0,159381,0.123,0.785,0.431,0,10,0.0887,-8.756,0.0364,127.085,4,0,0.236,84
1,193293,0.084,0.712,0.556,5.04e-05,5,0.527,-7.214,0.0531,90.494,4,0,0.22,78
1,197760,0.114,0.825,0.458,0,0,0.102,-7.47,0.0577,145.115,4,1,0.161,78
1,150527,0.00194,0.773,0.623,0,2,0.133,-5.267,0.196,153.1,4,1,0.13,77
1,210906,0.838,0.767,0.313,0,7,0.105,-12.059,0.0798,82.582,4,1,0.765,80
0,239560,0.537,0.613,0.581,0.000345,0,0.25,-8.588,0.0424,130.033,4,0,0.551,81
1,175333,0.00196,0.618,0.605,0,1,0.46,-6.839,0.35,146.514,4,1,0.494,78
1,270670,0.107,0.615,0.6,1.61e-06,10,0.283,-5.62,0.27,130.027,4,1,0.0661,76
1,257428,0.138,0.596,0.65,0,9,0.14,-5.167,0.337,133.997,4,1,0.188,77
0,190680,0.723,0.532,0.584,0,8,0.101,-5.254,0.0248,88.003,4,1,0.367,75
0,201882,0.36,0.487,0.534,0,0,0.1,-5.664,0.0555,131.798,4,0,0.173,81
1,139728,0.0485,0.669,0.629,0,1,0.346,-6.032,0.0657,125.935,4,0,0.683,80
1,127464,0.674,0.333,0.498,6.51e-06,2,0.12,-9.121,0.0468,87.082,4,0,0.427,80
0,228482,0.223,0.597,0.45,0,8,0.382,-6.658,0.0418,178.765,3,1,0.537,86
1,168030,0.0021,0.39,0.83,0,11,0.156,-5.201,0.0563,90.021,4,0,0.191,78
1,222225,0.0196,0.717,0.444,0.000315,1,0.114,-11.126,0.18,124.685,4,1,0.116,77
0,215140,0.18,0.519,0.552,0,2,0.149,-5.023,0.0259,89.957,4,1,0.331,76
1,173677,0.237,0.701,0.725,0,9,0.159,-5.75,0.0488,144.989,4,1,0.537,78
0,132000,0.922,0.483,0.0394,0.0125,4,0.112,-19.525,0.0537,73.984,4,1,0.146,80
1,234333,0.277,0.817,0.775,0,10,0.108,-4.767,0.108,126.984,4,0,0.806,81
0,145899,0.355,0.813,0.608,8.56e-06,7,0.0963,-9.918,0.169,149.251,4,1,0.0512,77
1,190331,0.349,0.825,0.733,0,1,0.112,-5.625,0.0969,97.974,4,0,0.62,77
1,175877,0.316,0.832,0.656,2.13e-06,4,0.108,-7.492,0.375,100.032,4,0,0.562,77
0,260776,0.759,0.678,0.355,7.06e-05,10,0.114,-7.757,0.0627,119.772,3,0,0.438,79
1,273474,0.207,0.659,0.688,0,6,0.113,-4.649,0.0673,153.979,4,1,0.632,90
0,198053,0.0899,0.808,0.903,0,9,0.0816,-2.179,0.0729,120.044,4,1,0.922,86
1,181714,0.0299,0.781,0.726,0,0,0.093,-4.213,0.0836,139.988,4,1,0.436,76
1,154432,0.0884,0.718,0.628,0,0,0.186,-5.334,0.373,139.769,4,1,0.771,77
1,299970,0.28,0.779,0.487,0,1,0.166,-8.642,0.165,127.049,4,1,0.0915,79
1,213884,0.000592,0.929,0.563,0,9,0.244,-7.428,0.49,129.957,4,1,0.353,76
0,197442,0.0558,0.627,0.618,0,2,0.351,-8.529,0.0437,82.03,4,1,0.848,82
1,177582,0.0273,0.706,0.544,0,2,0.087,-7.275,0.0306,115.935,4,1,0.477,79
0,173381,0.247,0.722,0.745,0,7,0.419,-4.164,0.256,77.029,4,1,0.52,86
1,162802,0.418,0.841,0.593,0,1,0.124,-7.846,0.0379,124.917,4,1,0.808,86
1,237735,0.0706,0.676,0.609,0,2,0.152,-5.831,0.481,142.037,4,0,0.508,81
1,135746,0.0301,0.772,0.878,2.18e-06,2,0.251,-4.22,0.324,61.311,5,1,0.305,81
0,300247,0.749,0.594,0.37,3.2e-05,4,0.132,-10.561,0.173,145.601,4,0,0.329,81
1,154997,0.12,0.81,0.511,0,5,0.0832,-6.924,0.164,151.947,4,0,0.837,83
0,186106,0.0527,0.598,0.846,0,6,0.113,-4.956,0.0355,144.04,4,1,0.328,76
0,184638,0.886,0.648,0.308,0.0774,1,0.124,-11.729,0.04,76.997,1,1,0.198,82
0,194544,0.289,0.678,0.528,0,10,0.0734,-7.317,0.0551,79.018,4,1,0.614,76
0,309053,0.0113,0.593,0.749,0.106,5,0.314,-5.67,0.0475,164.959,4,1,0.649,81
0,203807,0.0561,0.695,0.884,0,6,0.213,-2.278,0.0753,103.014,4,0,0.914,86
0,212030,0.176,0.456,0.679,0,1,0.103,-4.802,0.0324,184.075,4,1,0.483,75
0,219760,0.0129,0.584,0.557,0,6,0.0576,-6.371,0.0342,154.008,4,1,0.767,80
1,193838,0.231,0.647,0.667,0,5,0.133,-5.563,0.304,172.08,4,1,0.704,77
0,230960,0.000443,0.642,0.695,1.02e-05,7,0.0753,-5.62,0.0281,103.984,4,1,0.642,80
1,184489,0.151,0.759,0.538,0,8,0.126,-8.256,0.384,146.933,4,0,0.831,76
1,174164,0.0427,0.841,0.527,1.54e-06,6,0.12,-8.116,0.149,163.975,4,1,0.582,80
0,297013,0.214,0.473,0.579,0,4,0.0877,-5.824,0.0384,73.942,4,1,0.255,79
1,123076,0.00311,0.723,0.516,1.26e-06,11,0.115,-10.707,0.485,155.967,4,0,0.223,76
0,156266,0.382,0.651,0.726,0,8,0.0535,-4.144,0.0539,179.99,3,1,0.963,87
1,588139,0.333,0.468,0.652,0.000318,0,0.55,-4.912,0.0722,140.223,4,1,0.39,77
1,164579,0.00815,0.688,0.647,1.65e-05,2,0.095,-7.258,0.19,88.834,4,1,0.195,79
0,161612,0.441,0.422,0.25,0,0,0.35,-6.836,0.0351,124.026,4,1,0.246,81
0,209560,0.388,0.443,0.298,1e-05,0,0.103,-12.181,0.0644,77.253,4,1,0.172,80
1,189851,0.616,0.773,0.608,0,1,0.0966,-6.117,0.223,79.002,4,0,0.475,75
0,139672,0.051,0.774,0.792,0,10,0.155,-4.021,0.0523,122.062,4,1,0.507,89
1,172394,0.0072,0.465,0.729,0,3,0.139,-6.93,0.237,95.001,5,0,0.606,77
1,157355,0.00215,0.697,0.674,0,1,0.138,-6.326,0.0533,81.535,4,1,0.198,77
1,153808,0.16,0.912,0.54,0,7,0.421,-8.038,0.305,128.068,4,1,0.619,85
0,236906,0.00253,0.52,0.849,0,9,0.119,-3.794,0.186,175.908,4,0,0.774,88
0,403044,0.453,0.269,0.591,0.000695,10,0.0702,-5.79,0.0416,183.793,4,0,0.228,81
1,143375,0.143,0.782,0.51,0,4,0.115,-5.724,0.0419,99.993,4,0,0.118,80
1,106000,0.0124,0.882,0.662,0,0,0.106,-6.382,0.242,120.034,4,1,0.57,77
0,175026,0.728,0.453,0.383,0,0,0.387,-11.015,0.163,105.029,4,1,0.333,82
1,165726,0.0277,0.92,0.833,0,1,0.0596,-3.18,0.253,141.034,4,1,0.645,76
1,201667,0.216,0.566,0.581,0,9,0.0853,-5.181,0.043,130.043,4,1,0.152,83
0,199053,0.0112,0.746,0.765,0,6,0.0936,-4.41,0.0993,114.044,4,0,0.737,87
1,171620,0.000417,0.654,0.875,0.0086,1,0.194,-4.845,0.0744,99.975,4,1,0.522,78
1,156497,0.11,0.794,0.756,0,5,0.247,-7.16,0.136,123.066,4,0,0.775,78
0,174680,0.182,0.59,0.846,0,4,0.53,-4.251,0.0396,146.028,4,1,0.733,75
1,181714,0.255,0.673,0.748,0,7,0.236,-6.1,0.365,139.667,4,1,0.716,74
0,261922,0.538,0.532,0.623,7.28e-05,5,0.0925,-9.208,0.0331,89.937,4,1,0.403,80
0,278440,0.633,0.515,0.467,0,11,0.107,-10.623,0.0494,114.532,4,1,0.346,78
0,208546,0.243,0.594,0.935,2.36e-06,0,0.102,-2.018,0.0357,113.99,4,1,0.602,88
0,98544,0.227,0.829,0.617,0.00306,1,0.0618,-8.497,0.14,125.605,4,1,0.81,78
0,178453,0.0617,0.828,0.731,0,9,0.048,-3.033,0.111,119.978,4,1,0.587,88
1,110128,0.774,0.583,0.344,0,2,0.143,-8.765,0.0559,65.203,3,1,0.581,77
0,131500,0.152,0.231,0.976,0.987,10,0.48,-27.426,0.0487,96.552,5,0,0.00672,79
1,308755,0.228,0.568,0.56,3.05e-06,9,0.39,-9.059,0.42,130.019,4,1,0.246,77
1,218943,0.00637,0.856,0.57,0,9,0.0984,-4.486,0.286,154.967,4,1,0.155,77
0,179745,0.407,0.626,0.503,0,10,0.234,-5.087,0.141,72.985,4,1,0.821,85
0,164000,0.414,0.798,0.62,0.0192,8,0.112,-7.079,0.232,120.031,4,0,0.235,89
0,206458,0.556,0.488,0.343,0,4,0.21,-8.985,0.0436,102.819,4,1,0.0978,83
0,134239,0.127,0.707,0.955,0,10,0.202,-4.593,0.222,125.989,4,0,0.575,83
0,185280,0.0921,0.553,0.884,0.00033,2,0.0463,-5.306,0.0771,110.074,4,1,0.248,74
1,195428,0.25,0.8,0.658,0,1,0.111,-6.142,0.079,140.042,4,0,0.462,81
1,181106,0.157,0.822,0.736,0.000781,1,0.0748,-3.969,0.15,175.93,4,1,0.679,87
1,233069,0.0951,0.547,0.619,2.62e-06,3,0.0716,-6.485,0.132,76.285,4,0,0.519,77
1,181661,0.176,0.747,0.622,0,11,0.151,-5.825,0.0838,159.93,4,1,0.57,78
1,120000,0.81,0.847,0.448,1.35e-05,0,0.325,-10.14,0.416,79.975,4,1,0.488,77
1,274293,0.318,0.602,0.59,0.000166,0,0.104,-6.346,0.0279,130.08,4,0,0.381,80
1,133631,0.0107,0.772,0.563,0,11,0.304,-8.188,0.452,160.064,4,0,0.521,75
1,194165,0.312,0.591,0.45,0.000116,5,0.147,-13.291,0.26,144.201,4,0,0.304,79
0,220196,0.0107,0.748,0.74,2.18e-05,8,0.101,-6.01,0.0484,121.004,4,1,0.518,86
0,166453,0.395,0.325,0.759,0.000362,8,0.0773,-7.146,0.053,126.627,4,1,0.36,81
1,171067,0.0166,0.914,0.732,0,8,0.107,-6.1,0.241,94.066,4,0,0.469,78
1,132023,0.144,0.929,0.7,0,0,0.349,-5.595,0.0906,120.009,4,0,0.802,77
0,342040,0.853,0.794,0.32,0.134,1,0.112,-12.92,0.173,174.088,4,0,0.241,78
